POAM ID,Control,Title,Deployment profile,Status,Practices,Weakness / remaining work,Owner,Owner lane,Scheduled completion
OG-SC-002-commercial-cloud,OG-SC-002,FIPS-validated cryptography is used to protect CUI,commercial-cloud,Partially implemented,03.13.11,"THE THIRD DELTA IS CLOSED IN THE REPOSITORY AND NOT IN THE DEPLOYMENT (FS-761), and the distinction is the whole reason this stays `partial` rather than moving to `implemented`. All three application images are now UBI9 — backend, edge agent, and the frontend's node build plus its TLS-terminating nginx runtime, since musl has no validated OpenSSL — and all three were built and run rather than only written. `REQUIRE_FIPS_MODE` probes at startup whether this process actually REFUSES an unapproved algorithm, and refuses to serve when it cannot prove it. What is NOT closed is the part a repository cannot close. Measured on a freshly pulled ubi9/python-311: providers `default`, no kernel flag, MD5 available. A container inherits the host kernel's FIPS state, so the identical image is enforcing on a node booted with `fips=1` and permissive on the node beside it. Moving to `implemented` needs FIPS-enabled nodes and the runtime probe passing on them, with the output in the evidence bundle. Two further gaps are stated rather than left silent: the infrastructure images (Redis, PostgreSQL) are not UBI, and the edge agent's UBI build has no `tesseract` — EPEL9 does not carry it for aarch64 — so the two OCR screen-scraper collectors are unavailable there and degrade to disabled. RAISED absent -> partial (FS-748). Two of the three deltas are closed: passwords moved to PBKDF2-HMAC-SHA256 with dual-read migration, and ERP field encryption moved from Fernet (AES-128-CBC, keyed by a bare unsalted SHA-256 — the actual defect) to AES-256-GCM with an HKDF-SHA256-derived per-organisation key. `app/core/secrets.py` was deleted rather than ported: unreachable code whose cipher is not approved is a trap for whoever wires it up next. A guard now fails the build if application code imports passlib, bcrypt or Fernet, or constructs an unapproved hash, cipher or curve. Still PARTIAL for the third delta — the base image. `python:3.11-slim` has no FIPS-validated OpenSSL, so backend, frontend and nginx images must move to UBI9, and a UBI image with FIPS mode OFF looks identical to one with it on, which needs a runtime assertion rather than a static check. The scope was measured before any of it was planned, and most of the inventory was already fine: Ed25519 OTA signing, EC P-256/SHA-256 X.509, HS256 JWTs (HMAC-SHA-256 IS approved — the JWT work is key rotation, a different concern), SHA-256 digests of high-entropy random tokens, and no MD5 or SHA-1 anywhere. Measuring first is what turned ""FIPS is absent, everything must change"" into three specific deltas.",platform-security,hamad,2027-03-31
OG-SC-002-gov-cloud,OG-SC-002,FIPS-validated cryptography is used to protect CUI,gov-cloud,Partially implemented,03.13.11,"THE THIRD DELTA IS CLOSED IN THE REPOSITORY AND NOT IN THE DEPLOYMENT (FS-761), and the distinction is the whole reason this stays `partial` rather than moving to `implemented`. All three application images are now UBI9 — backend, edge agent, and the frontend's node build plus its TLS-terminating nginx runtime, since musl has no validated OpenSSL — and all three were built and run rather than only written. `REQUIRE_FIPS_MODE` probes at startup whether this process actually REFUSES an unapproved algorithm, and refuses to serve when it cannot prove it. What is NOT closed is the part a repository cannot close. Measured on a freshly pulled ubi9/python-311: providers `default`, no kernel flag, MD5 available. A container inherits the host kernel's FIPS state, so the identical image is enforcing on a node booted with `fips=1` and permissive on the node beside it. Moving to `implemented` needs FIPS-enabled nodes and the runtime probe passing on them, with the output in the evidence bundle. Two further gaps are stated rather than left silent: the infrastructure images (Redis, PostgreSQL) are not UBI, and the edge agent's UBI build has no `tesseract` — EPEL9 does not carry it for aarch64 — so the two OCR screen-scraper collectors are unavailable there and degrade to disabled. RAISED absent -> partial (FS-748). Two of the three deltas are closed: passwords moved to PBKDF2-HMAC-SHA256 with dual-read migration, and ERP field encryption moved from Fernet (AES-128-CBC, keyed by a bare unsalted SHA-256 — the actual defect) to AES-256-GCM with an HKDF-SHA256-derived per-organisation key. `app/core/secrets.py` was deleted rather than ported: unreachable code whose cipher is not approved is a trap for whoever wires it up next. A guard now fails the build if application code imports passlib, bcrypt or Fernet, or constructs an unapproved hash, cipher or curve. Still PARTIAL for the third delta — the base image. `python:3.11-slim` has no FIPS-validated OpenSSL, so backend, frontend and nginx images must move to UBI9, and a UBI image with FIPS mode OFF looks identical to one with it on, which needs a runtime assertion rather than a static check. The scope was measured before any of it was planned, and most of the inventory was already fine: Ed25519 OTA signing, EC P-256/SHA-256 X.509, HS256 JWTs (HMAC-SHA-256 IS approved — the JWT work is key rotation, a different concern), SHA-256 digests of high-entropy random tokens, and no MD5 or SHA-1 anywhere. Measuring first is what turned ""FIPS is absent, everything must change"" into three specific deltas.",platform-security,hamad,2027-03-31
OG-SC-002-on-prem,OG-SC-002,FIPS-validated cryptography is used to protect CUI,on-prem,Partially implemented,03.13.11,"THE THIRD DELTA IS CLOSED IN THE REPOSITORY AND NOT IN THE DEPLOYMENT (FS-761), and the distinction is the whole reason this stays `partial` rather than moving to `implemented`. All three application images are now UBI9 — backend, edge agent, and the frontend's node build plus its TLS-terminating nginx runtime, since musl has no validated OpenSSL — and all three were built and run rather than only written. `REQUIRE_FIPS_MODE` probes at startup whether this process actually REFUSES an unapproved algorithm, and refuses to serve when it cannot prove it. What is NOT closed is the part a repository cannot close. Measured on a freshly pulled ubi9/python-311: providers `default`, no kernel flag, MD5 available. A container inherits the host kernel's FIPS state, so the identical image is enforcing on a node booted with `fips=1` and permissive on the node beside it. Moving to `implemented` needs FIPS-enabled nodes and the runtime probe passing on them, with the output in the evidence bundle. Two further gaps are stated rather than left silent: the infrastructure images (Redis, PostgreSQL) are not UBI, and the edge agent's UBI build has no `tesseract` — EPEL9 does not carry it for aarch64 — so the two OCR screen-scraper collectors are unavailable there and degrade to disabled. RAISED absent -> partial (FS-748). Two of the three deltas are closed: passwords moved to PBKDF2-HMAC-SHA256 with dual-read migration, and ERP field encryption moved from Fernet (AES-128-CBC, keyed by a bare unsalted SHA-256 — the actual defect) to AES-256-GCM with an HKDF-SHA256-derived per-organisation key. `app/core/secrets.py` was deleted rather than ported: unreachable code whose cipher is not approved is a trap for whoever wires it up next. A guard now fails the build if application code imports passlib, bcrypt or Fernet, or constructs an unapproved hash, cipher or curve. Still PARTIAL for the third delta — the base image. `python:3.11-slim` has no FIPS-validated OpenSSL, so backend, frontend and nginx images must move to UBI9, and a UBI image with FIPS mode OFF looks identical to one with it on, which needs a runtime assertion rather than a static check. The scope was measured before any of it was planned, and most of the inventory was already fine: Ed25519 OTA signing, EC P-256/SHA-256 X.509, HS256 JWTs (HMAC-SHA-256 IS approved — the JWT work is key rotation, a different concern), SHA-256 digests of high-entropy random tokens, and no MD5 or SHA-1 anywhere. Measuring first is what turned ""FIPS is absent, everything must change"" into three specific deltas.",platform-security,hamad,2027-03-31
OG-SC-006-air-gapped,OG-SC-006,User functionality is separated from system management functionality,air-gapped,Partially implemented,03.13.03 03.13.04,"Administrative routes are gated by role and admin surfaces are separate paths, but they share one application, one process and one origin with user functionality — separation is by authorisation, not by architecture. Resource isolation between tenants is strong (RLS); resource isolation between privilege levels is not a thing this design has.",platform-security,hamad,2027-03-31
OG-SC-006-commercial-cloud,OG-SC-006,User functionality is separated from system management functionality,commercial-cloud,Partially implemented,03.13.03 03.13.04,"Administrative routes are gated by role and admin surfaces are separate paths, but they share one application, one process and one origin with user functionality — separation is by authorisation, not by architecture. Resource isolation between tenants is strong (RLS); resource isolation between privilege levels is not a thing this design has.",platform-security,hamad,2027-03-31
OG-SC-006-gov-cloud,OG-SC-006,User functionality is separated from system management functionality,gov-cloud,Partially implemented,03.13.03 03.13.04,"Administrative routes are gated by role and admin surfaces are separate paths, but they share one application, one process and one origin with user functionality — separation is by authorisation, not by architecture. Resource isolation between tenants is strong (RLS); resource isolation between privilege levels is not a thing this design has.",platform-security,hamad,2027-03-31
OG-SC-006-on-prem,OG-SC-006,User functionality is separated from system management functionality,on-prem,Partially implemented,03.13.03 03.13.04,"Administrative routes are gated by role and admin surfaces are separate paths, but they share one application, one process and one origin with user functionality — separation is by authorisation, not by architecture. Resource isolation between tenants is strong (RLS); resource isolation between privilege levels is not a thing this design has.",platform-security,hamad,2027-03-31
OG-SC-008-air-gapped,OG-SC-008,"Mobile code, collaborative computing devices and VoIP",air-gapped,Partially implemented,03.13.12 03.13.13 03.13.14,"Mobile code is controlled by a Content-Security-Policy — which still permits `unsafe-inline` and `unsafe-eval` for the Swagger UI, and that exception should be scoped to the docs route rather than applied globally. The build-config guard is genuine mobile-code control of a different kind: after the 2026-08-15 supply-chain compromise put an obfuscated dropper in `postcss.config.js`, no frontend build config may gain the ability to spawn a process or open a socket. There are no collaborative computing devices and no VoIP in this system; that is an argument to record in the boundary document, not a control to build.",platform-security,hamad,2027-03-31
OG-SC-008-commercial-cloud,OG-SC-008,"Mobile code, collaborative computing devices and VoIP",commercial-cloud,Partially implemented,03.13.12 03.13.13 03.13.14,"Mobile code is controlled by a Content-Security-Policy — which still permits `unsafe-inline` and `unsafe-eval` for the Swagger UI, and that exception should be scoped to the docs route rather than applied globally. The build-config guard is genuine mobile-code control of a different kind: after the 2026-08-15 supply-chain compromise put an obfuscated dropper in `postcss.config.js`, no frontend build config may gain the ability to spawn a process or open a socket. There are no collaborative computing devices and no VoIP in this system; that is an argument to record in the boundary document, not a control to build.",platform-security,hamad,2027-03-31
OG-SC-008-gov-cloud,OG-SC-008,"Mobile code, collaborative computing devices and VoIP",gov-cloud,Partially implemented,03.13.12 03.13.13 03.13.14,"Mobile code is controlled by a Content-Security-Policy — which still permits `unsafe-inline` and `unsafe-eval` for the Swagger UI, and that exception should be scoped to the docs route rather than applied globally. The build-config guard is genuine mobile-code control of a different kind: after the 2026-08-15 supply-chain compromise put an obfuscated dropper in `postcss.config.js`, no frontend build config may gain the ability to spawn a process or open a socket. There are no collaborative computing devices and no VoIP in this system; that is an argument to record in the boundary document, not a control to build.",platform-security,hamad,2027-03-31
OG-SC-008-on-prem,OG-SC-008,"Mobile code, collaborative computing devices and VoIP",on-prem,Partially implemented,03.13.12 03.13.13 03.13.14,"Mobile code is controlled by a Content-Security-Policy — which still permits `unsafe-inline` and `unsafe-eval` for the Swagger UI, and that exception should be scoped to the docs route rather than applied globally. The build-config guard is genuine mobile-code control of a different kind: after the 2026-08-15 supply-chain compromise put an obfuscated dropper in `postcss.config.js`, no frontend build config may gain the ability to spawn a process or open a socket. There are no collaborative computing devices and no VoIP in this system; that is an argument to record in the boundary document, not a control to build.",platform-security,hamad,2027-03-31
OG-SC-009-air-gapped,OG-SC-009,Architectural and engineering principles promote effective information security,air-gapped,Partially implemented,03.13.02,"Unusually well evidenced for this practice: 250 numbered method rules, each written after a specific defect and indexed by a guard, plus architectural invariants enforced as tests rather than as review conventions (no SQL string interpolation, no naive UTC, no handler taking its tenant from the body). PARTIAL because there is no threat model or data-flow trust-boundary document — the practice asks for security engineering principles applied to a described architecture, and the description is the missing half.",platform-security,hamad,2027-03-31
OG-SC-009-commercial-cloud,OG-SC-009,Architectural and engineering principles promote effective information security,commercial-cloud,Partially implemented,03.13.02,"Unusually well evidenced for this practice: 250 numbered method rules, each written after a specific defect and indexed by a guard, plus architectural invariants enforced as tests rather than as review conventions (no SQL string interpolation, no naive UTC, no handler taking its tenant from the body). PARTIAL because there is no threat model or data-flow trust-boundary document — the practice asks for security engineering principles applied to a described architecture, and the description is the missing half.",platform-security,hamad,2027-03-31
OG-SC-009-gov-cloud,OG-SC-009,Architectural and engineering principles promote effective information security,gov-cloud,Partially implemented,03.13.02,"Unusually well evidenced for this practice: 250 numbered method rules, each written after a specific defect and indexed by a guard, plus architectural invariants enforced as tests rather than as review conventions (no SQL string interpolation, no naive UTC, no handler taking its tenant from the body). PARTIAL because there is no threat model or data-flow trust-boundary document — the practice asks for security engineering principles applied to a described architecture, and the description is the missing half.",platform-security,hamad,2027-03-31
OG-SC-009-on-prem,OG-SC-009,Architectural and engineering principles promote effective information security,on-prem,Partially implemented,03.13.02,"Unusually well evidenced for this practice: 250 numbered method rules, each written after a specific defect and indexed by a guard, plus architectural invariants enforced as tests rather than as review conventions (no SQL string interpolation, no naive UTC, no handler taking its tenant from the body). PARTIAL because there is no threat model or data-flow trust-boundary document — the practice asks for security engineering principles applied to a described architecture, and the description is the missing half.",platform-security,hamad,2027-03-31
